Run	SRA_Sample	SRA_Study	LibraryLayout	Platform	DataSourceType	DataSourceLinks	AvgSpotLen	BioSample	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Library_Name	MBases	MBytes	Sample_Name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	Instrument	LibrarySelection	LibrarySource	LoadDate	Organism	ReleaseDate
SRR4448784	SRS1758523	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938230	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267276	0	CRT-1104	1330	481	CRT-1104_Kazakhstan	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448785	SRS1758524	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938215	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267277	0	CRT-1082	2680	1085	CRT-1082_Agent_Orange_x_501OG	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448786	SRS1758525	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938269	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267278	0	CRT-1683	111	41	CRT-1683_Nepal_Pahari	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448787	SRS1758526	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938217	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267279	0	CRT-1085	1680	677	CRT-1085_Cinex_x_501OG	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448788	SRS1758527	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938216	gs ncbi s3	gs.US s3.us-east-1	SRX2267280	0	CRT-1084	1027	412	CRT-1084_Cinex_x_501OG	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448789	SRS1758528	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938219	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267281	0	CRT-1089	1257	517	CRT-1089_Fertodi_Hungary	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4448790	SRS1758529	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938232	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267282	0	CRT-1106	836	302	CRT-1106_Hybrid_Krasnodarskii_10_FB_Russia	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448791	SRS1758531	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938221	gs ncbi s3	gs.US s3.us-east-1	SRX2267283	0	CRT-1091	1030	415	CRT-1091_Agent_Orange	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448792	SRS1758530	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		143	SAMN05938268	gs ncbi s3	gs.US s3.us-east-1	SRX2267284	0	CRT-1681	87	33	CRT-1681_Colombia_Sabanira	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448793	SRS1758532	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938223	gs s3	gs.US s3.us-east-1	SRX2267285	0	CRT-1095	1327	531	CRT-1095_Afgoo	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448794	SRS1758533	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938267	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267286	0	CRT-1677	38	14	CRT-1677_Paraguay_3_1996	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448795	SRS1758534	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		151	SAMN05938271	gs ncbi s3	gs.US s3.us-east-1	SRX2267287	0	CRT-1685	184	69	CRT-1685_Jamaican_Lambsbread_60/70	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448796	SRS1758535	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938251	gs ncbi s3	gs.US s3.us-east-1	SRX2267288	0	CRT-1659	78	29	CRT-1659_Kazakhstan	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448797	SRS1758537	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		151	SAMN05938250	gs s3	gs.US s3.us-east-1	SRX2267289	0	CRT-1125	2977	1175	CRT-1125_Cannatonic	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448798	SRS1758536	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938249	gs s3	gs.US s3.us-east-1	SRX2267290	0	CRT-1124	2536	1002	CRT-1124_Jack_Herer	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448799	SRS1758538	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938270	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267291	0	CRT-1684	210	78	CRT-1684_Brazil_Pernambuco	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448800	SRS1758539	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938247	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267292	0	CRT-1122	2194	867	CRT-1122_Fisher's_CBD	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448801	SRS1758541	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938246	gs s3	gs.US s3.us-east-1	SRX2267293	0	CRT-1121	2960	1171	CRT-1121_Jack_Herer	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448802	SRS1758540	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		149	SAMN05938245	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267294	0	CRT-1120	165	60	CRT-1120_Papua_New_Guinea	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448803	SRS1758542	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938244	gs ncbi s3	gs.US s3.us-east-1	SRX2267295	0	CRT-1119	658	237	CRT-1119_Mangobiche_Colombia	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448804	SRS1758544	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938225	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267296	0	CRT-1099	941	378	CRT-1099_Bolonska_Yugoslavia	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448805	SRS1758543	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938265	gs ncbi s3	gs.US s3.us-east-1	SRX2267297	0	CRT-1675	141	53	CRT-1675_Thailand	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448806	SRS1758545	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938227	gs ncbi s3	gs.US s3.us-east-1	SRX2267298	0	CRT-1101	404	146	CRT-1101_Mestnayal_Bulgaria	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448807	SRS1758546	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938226	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267299	0	CRT-1100	253	91	CRT-1100_Mestnayal_Ukraine	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448808	SRS1758547	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938229	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267300	0	CRT-1103	362	131	CRT-1103_Yugoslavia	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448809	SRS1758548	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		148	SAMN05938228	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267301	0	CRT-1102	158	58	CRT-1102_Odnodomnaya_Poland	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448810	SRS1758549	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938253	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267302	0	CRT-1661	66	25	CRT-1661_Kazakhstan	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448811	SRS1758550	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938264	gs ncbi s3	gs.US s3.us-east-1	SRX2267303	0	CRT-1674	94	35	CRT-1674_Nigeria	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448812	SRS1758551	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		151	SAMN05938287	gs ncbi s3	gs.US s3.us-east-1	SRX2267304	0	CRT-1703	124	47	CRT-1703_Cinex_x_501OG	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448813	SRS1758552	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938286	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267305	0	CRT-1702	185	69	CRT-1702_Cinex_x_501OG	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448814	SRS1758553	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938285	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267306	0	CRT-1701	197	75	CRT-1701_Cinex_x_501OG	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448815	SRS1758555	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938284	gs ncbi s3	gs.US s3.us-east-1	SRX2267307	0	CRT-1700	58	21	CRT-1700_Afghanistan_Kyber_Pass	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448816	SRS1758554	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938291	gs ncbi s3	gs.US s3.us-east-1	SRX2267308	0	CRT-1707	99	37	CRT-1707_Watkins	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448817	SRS1758556	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938290	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267309	0	CRT-1706	114	43	CRT-1706_Agent_Orange_x_501OG	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448818	SRS1758557	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		151	SAMN05938289	gs ncbi s3	gs.US s3.us-east-1	SRX2267310	0	CRT-1705	163	61	CRT-1705_Agent_Orange_x_501OG	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448819	SRS1758558	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938288	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267311	0	CRT-1704	159	60	CRT-1704_Agent_Orange_x_501OG	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448820	SRS1758559	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938293	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267312	0	CRT-1712	192	72	CRT-1712_Baox	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448821	SRS1758561	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938292	gs ncbi s3	gs.US s3.us-east-1	SRX2267313	0	CRT-1709	70	26	CRT-1709_TJ	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448822	SRS1758560	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		151	SAMN05938273	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267314	0	CRT-1687	192	72	CRT-1687_Pakistan_Chitral	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448823	SRS1758563	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		151	SAMN05938272	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267315	0	CRT-1686	155	58	CRT-1686_Sumatra_Tuk_Tuk	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448824	SRS1758562	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938248	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267316	0	CRT-1123	1952	785	CRT-1123_Purple_Hindu_Kush	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448825	SRS1758565	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		149	SAMN05938238	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267317	0	CRT-1112	299	109	CRT-1112_Nicaragua	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448826	SRS1758564	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938235	gs ncbi s3	gs.US s3.us-east-1	SRX2267318	0	CRT-1109	404	145	CRT-1109_Tian_Shui_Giansu_China	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448827	SRS1758566	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05938233	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2267319	0	CRT-1107	1408	507	CRT-1107_Skunk_#1	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4448828	SRS1758567	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		146	SAMN05938239	gs ncbi s3	gs.US s3.us-east-1	SRX2267320	0	CRT-1113	91	33	CRT-1113_Yunnan_China	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-24	Cannabis sativa	2016-10-25
SRR4450086	SRS1759434	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939383	gs ncbi s3	gs.US s3.us-east-1	SRX2268204	0	PGT-13018	225	88	PGT-13018_Cotton_Candy_DL	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450087	SRS1759435	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939372	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2268205	0	PGT-13007	281	111	PGT-13007_Blue_Magoo	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450088	SRS1759437	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939384	gs ncbi s3	gs.US s3.us-east-1	SRX2268206	0	PGT-13019	358	140	PGT-13019_Kauai_Aloha	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450089	SRS1759436	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		151	SAMN05939423	gs ncbi s3	gs.US s3.us-east-1	SRX2268207	0	PGT-13076	290	113	PGT-13076_Polish_Hemp	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450090	SRS1759438	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		151	SAMN05939424	gs ncbi s3	gs.US s3.us-east-1	SRX2268208	0	PGT-13077	451	175	PGT-13077_Romanian_Hemp	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450091	SRS1759439	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939377	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2268209	0	PGT-13012	215	84	PGT-13012_Ace_of_Spades	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450092	SRS1759440	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939415	gs ncbi s3	gs.US s3.us-east-1	SRX2268210	0	PGT-13066	333	129	PGT-13066_Durban_Poison	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450093	SRS1759441	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939416	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2268211	0	PGT-13068	216	84	PGT-13068_Denmark	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450094	SRS1759442	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939417	gs ncbi s3	gs.US s3.us-east-1	SRX2268212	0	PGT-13069	242	94	PGT-13069_Richard_VI	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450095	SRS1759443	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939418	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2268213	0	PGT-13070	271	105	PGT-13070_PurPur_TI	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450096	SRS1759444	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		151	SAMN05939419	gs ncbi s3	gs.US s3.us-east-1	SRX2268214	0	PGT-13071	294	114	PGT-13071_Rooster	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450097	SRS1759445	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939420	gs ncbi s3	gs.US s3.us-east-1	SRX2268215	0	PGT-13073	521	203	PGT-13073_German_Hemp	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450098	SRS1759446	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939421	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2268216	0	PGT-13074	136	53	PGT-13074_Iowa_Feral_Hemp	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450099	SRS1759447	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939422	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2268217	0	PGT-13075	453	176	PGT-13075_Portuguese_Hemp	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450100	SRS1759450	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		151	SAMN05939437	gs ncbi s3	gs.US s3.us-east-1	SRX2268218	0	PGT-13096	165	64	PGT-13096_Gambia	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450101	SRS1759449	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		149	SAMN05939438	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2268219	0	PGT-13097	16	6	PGT-13097_Sumatra	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450102	SRS1759448	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939435	gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2268220	0	PGT-13093	49	19	PGT-13093_Malawi	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450103	SRS1759451	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		142	SAMN05939436	gs s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	SRX2268221	0	PGT-13094	18	7	PGT-13094_Thailand	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450104	SRS1759452	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939375	gs ncbi s3	gs.US s3.us-east-1	SRX2268222	0	PGT-13010	370	143	PGT-13010_Oregon_Pineapple	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450105	SRS1759453	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939394	gs ncbi s3	gs.US s3.us-east-1	SRX2268223	0	PGT-13029	246	95	PGT-13029_Panda_OG	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450106	SRS1759454	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939403	gs ncbi s3	gs.US s3.us-east-1	SRX2268224	0	PGT-13053	296	115	PGT-13053_Gorilla_Glue_#4	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
SRR4450107	SRS1759455	SRP092005	PAIRED	ILLUMINA	gcs_uri_provider		150	SAMN05939404	gs ncbi s3	gs.US s3.us-east-1	SRX2268225	0	PGT-13054	290	113	PGT-13054_Sour_Diesel	AMPLICON	PRJNA347566	PHYLOS BIOSCIENCE	public	contigs sra	NextSeq 500	PCR	GENOMIC	2016-10-25	Cannabis sativa	2016-10-25
